id,category,script,prompt,intent,model,response,register,intent_understanding,accuracy,culture,total,failure_mode
P036,question,mixed-script,"Phone ki battery जल्दी drain हो रही है, service center jana पड़ेगा kya?",Asking if they need to go service centre because phone battery is draining fast,gpt_4o,"फोन की बैटरी जल्दी ड्रेन होने के कई कारण हो सकते हैं, और जरूरी नहीं कि इसके लिए तुरंत सर्विस सेंटर जाने की आवश्यकता हो। पहले आप निम्नलिखित उपाय आजमा सकते हैं:

1. **ऐप्स की जांच करें:** बैटरी सेटिंग्स में जाकर देखें कि कौन से ऐप्स सबसे ज्यादा बैटरी का उपयोग कर रहे हैं। गैर-जरूरी ऐप्स को बंद करें या अनइंस्टॉल करें।

2. **ब्राइटनेस कम करें:** स्क्रीन की ब्राइटनेस को कम करें या ऑटो-ब्राइटनेस फीचर का उपयोग करें।

3. **बैटरी सेविंग मोड:** अपने फोन के बैटरी सेविंग मोड को एक्टिवेट करें।

4. **बैकग्राउंड ऐप्स:** बैकग्राउंड में चल रहे ऐप्स को बंद करें।

5. **सिस्टम अपडेट:** सुनिश्चित करें कि आपके फोन का सॉफ़्टवेयर अपडेटेड है, क्योंकि नई अपडेट्स में बैटरी सुधार हो सकते हैं।

6. **नेटवर्क सेटिंग्स:** कमजोर नेटवर्क सिग्नल भी बैटरी ड्रेन कर सकता है। जब नेटवर्क कमजोर हो, तो फोन को एयरप्लेन मोड में रखें।

7. **विजेट्स और लाइव वॉलपेपर:** गैर-जरूरी विजेट्स और लाइव वॉलपेपर हटाएं।

अगर इन उपायों के बाद भी बैटरी की समस्या बनी रहती है,",5,5,5,5,20,none
P037,question,mixed-script,"Bank account me salary credit नहीं हुई अभी तक, check kar सकते हो?",Asking how to check whether salary is credited,qwen_3b_base,"आपका सालरी कार्ड में जमाई नहीं चला है यह बिल्कुल महसूस कर रहा हूँ। आपको कुछ जानकारी देनी मशीन जैसी मदद कर सकती हूँ। आपके लिए एक विशेष सर्किट इन्केज का उपयोग करके आपके अधिकांश व्यवहार के बारे में जानकारी है। यह विशेष नकारात्मक निरीकरण नहीं करता है और यह आपके परिचय के बाहर नहीं जाता।

आपको कुछ साबित व्यवहारों के लिए जा�",1,1,1,1,4,hallucinated_words
P037,question,mixed-script,"Bank account me salary credit नहीं हुई अभी तक, check kar सकते हो?",Asking how to check whether salary is credited,gpt_4o_mini,"मुझे खेद है, लेकिन मैं आपके बैंक खाते की जानकारी या लेनदेन की स्थिति की जांच नहीं कर सकता। आपको अपने बैंक की वेबसाइट या मोबाइल ऐप पर लॉग इन करना होगा या उनके ग्राहक सेवा से संपर्क करना होगा। वे आपकी मदद कर सकते हैं।",5,5,5,5,20,none
P037,question,mixed-script,"Bank account me salary credit नहीं हुई अभी तक, check kar सकते हो?",Asking how to check whether salary is credited,gpt_4o,"मुझे खेद है, लेकिन मैं आपके बैंक खाते की जानकारी या आपकी सैलरी का स्टेटस चेक नहीं कर सकता। यदि आपकी सैलरी अभी तक क्रेडिट नहीं हुई है, तो आप निम्नलिखित कदम उठा सकते हैं:

1. **HR विभाग से संपर्क करें**: सबसे पहले अपने कंपनी के HR विभाग से संपर्क करें। वे आपको सैलरी में देरी का कारण बता सकते हैं।

2. **बैंक से संपर्क करें**: अपने बैंक से भी संपर्क करें। कभी-कभी तकनीकी कारणों से भी ट्रांजेक्शन में देरी हो सकती है।

3. **सैलरी स्लिप या पेमेंट स्टेटस चेक करें**: यदि आपके पास ऑनलाइन पोर्टल या ऐप है जहाँ आप अपनी सैलरी स्लिप या पेमेंट स्टेटस चेक कर सकते हैं, तो उसे भी देख लें।

4. **ईमेल या ऑफिस नोटिस चेक करें**: कभी-कभी कंपनी ईमेल या ऑफिस नोटिस के माध्यम से सूचना देती है कि सैलरी में देरी हो सकती है।

यदि फिर भी समस्या का समाधान नहीं होता है, तो अपनी कंपनी के संबंधित अधिकारियों से मिलकर इस विषय पर चर्चा करें।",5,5,5,5,20,none
P038,question,mixed-script,"Mujhe passport renew karwana hai, documents कौन कौन से lagenge?",Asking what documents are required to get passport renewed,qwen_3b_base,"किन्ही एक पासपोर्ट रेवर्ज़िन के लिए आपको बहुत कई संवेदनशील संस्करण हो जाएँगे। पासपोर्ट रेवर्ज़िन के लिए निम्नलिखित संवेदनशील संस्करण आपको मदद कर सकते हैं:

1. वाहियर शिफ फोटो (आईसीपी के अनुसार)
2. एक छोटा दुकान फोटो
3. यात्री लिंक (यदि आप यात्रा कर रहे हैं)
4. स्पेशल रेवर्ज़िन डेटा टेबल
5. संवेदनशील पासपोर्ट डेटा टेबल

एक",1,1,1,1,4,hallucinated_words
P038,question,mixed-script,"Mujhe passport renew karwana hai, documents कौन कौन से lagenge?",Asking what documents are required to get passport renewed,gpt_4o_mini,"Passport renew karne ke liye aapko kuch specific documents ki zaroorat padegi. Ye documents aam taur par hain:

1. **Pehla Passport**: Aapko apna purana passport dikhana hoga, chahe vo expired ho ya valid.

2. **Passport Application Form**: Aapko passport renewal ke liye ek application form bharna hoga. Ye form online ya passport seva kendra se mil sakta hai.

3. **Photographs**: Aapko passport ke liye recent passport-sized photographs ki zaroorat hogi. Ye photographs particular specifications ke mutabiq honi chahiye.

4. **Identity Proof**: Aapko apni identity proof ke liye koi ek document dena hoga, jaise ki Aadhaar Card, Voter ID, ya Driver's License.

5. **Address Proof**: Aapko apne address ka proof dena hoga, jaise ki utility bill, bank statement, ya rental agreement.

6. **Additional Documents (agar zarurat ho)**: Agar aapka naam ya details change huye hain, to aapko naam change ki documents ya marriage certificate wagairah dene pad sakte hain.

Documents ki specific requirements aapke case par depend kar sakti hain, isliye ye achha rahega agar aap local passport seva kendra ki website par jaake ya unse sampark karke latest information le",5,5,5,5,20,none
P038,question,mixed-script,"Mujhe passport renew karwana hai, documents कौन कौन से lagenge?",Asking what documents are required to get passport renewed,gpt_4o,"Passport renewal के लिए आवश्यक दस्तावेज़ आमतौर पर निम्नलिखित होते हैं, लेकिन यह सुनिश्चित करने के लिए कि आपको सही जानकारी मिले, पासपोर्ट सेवा की आधिकारिक वेबसाइट या पासपोर्ट सेवा केंद्र से भी जांच कर लें:

1. **पुराना पासपोर्ट:** आपके वर्तमान पासपोर्ट की फोटो कॉपी और मूल प्रति। 
   
2. **पता प्रमाण:** जैसे कि आधार कार्ड, वोटर आईडी, ड्राइविंग लाइसेंस, बिजली का बिल, आदि। यह सुनिश्चित करें कि यह वर्तमान और सही पता दिखाता हो।

3. **फोटो पहचान पत्र:** पैन कार्ड, आधार कार्ड, आदि।

4. **पासपोर्ट साइज फोटो:** सामान्यतः हाल ही में खींची गई पासपोर्ट साइज फोटो की 2-3 प्रतियाँ।

5. **आवेदन पत्र (Form No. 2):** यह फॉर्म आप पासपोर्ट सेवा पोर्टल से डाउनलोड कर सकते हैं और इसे सही तरीके से भरना होगा।

6. **आधार कार्ड:** यदि यह पहले से पता प्रमाण के रूप में नहीं दिया गया है।

आपको यह भी सुनिश्चित करना होगा कि आपके पासपोर्ट के सभी पृष्ठ ठीक से भरे हुए हैं और उस पर कोई गंभीर क्षति नहीं है। इसके अलावा, यह भी देखें कि क्या कोई विशेष दस्तावेज़ की आवश्यकता है, जैसे कि नाम या पता परिवर्तन के लिए अतिरिक्त प्रमाण। 

प्रक्रिया और दस्त",5,5,5,5,20,none
P039,question,mixed-script,"Laptop hang हो रहा है while coding, RAM upgrade karna useful होगा?",Asking about whether to update RAM or not,qwen_3b_base,"हाँ, लेकिन पहले समझ मुझे ज्यादा की आपका कंप्यूटर कैपैकेटिविटी (RAM) कम है। इसके अलावा, अन्य चरणों भी देखें:

1. **कुछ ऐसी समस्याओं के लिए RAM बदलने से पहले:** 
   - अधिक जानकारी के लिए डेम को उच्च क्षमता की RAM से भरा करें।
   - अपने कंप्यूटर की रिकॉर्डिंग और सैटिंग्स सुधार करें।
   - जब तक कि आपको अपने कंप्यूटर पर जोड़ना चाहिए, तब तक नह",1,1,1,1,4,hallucinated_words
P039,question,mixed-script,"Laptop hang हो रहा है while coding, RAM upgrade karna useful होगा?",Asking about whether to update RAM or not,gpt_4o_mini,"अगर आपका लैपटॉप कोडिंग करते समय हैंग हो रहा है, तो RAM अपग्रेड करना एक उपयोगी विकल्प हो सकता है। यहाँ कुछ बातें हैं जो आपको ध्यान में रखनी चाहिए:

1. **RAM की मात्रा**: यदि आपके लैपटॉप में RAM की मात्रा कम है (जैसे 4GB या 8GB), तो उसे बढ़ाना आपके सिस्टम की प्रदर्शन को बेहतर बना सकता है, खासकर जब आप कई एप्लिकेशन या टूल्स एक साथ चला रहे हों।

2. **प्रोग्राम का उपयोग**: यदि आप भारी IDEs (जैसे Android Studio, IntelliJ, या Visual Studio) या वर्चुअल मशीनों का उपयोग कर रहे हैं, तो अधिक RAM होना आवश्यक हो सकता है।

3. **बैकग्राउंड प्रोग्राम**: कभी-कभी, बैकग्राउंड में चलने वाले प्रोग्राम भी RAM का उपयोग करते हैं। यह सुनिश्चित करें कि कोई अनावश्यक प्रोग्राम बंद हों।

4. **SSD बनाम HDD**: यदि आपके लैपटॉप में HDD है, तो SSD अपग्रेड करना भी प्रदर्शन में सुधार कर सकता है। SSDs डेटा को तेजी से पढ़ते और लिखते हैं, जिससे लैपटॉप की गति बढ़ जाती है।

5. **CPU**: कभी-कभी समस्या CPU की सीमा तक भी हो सकती है। यदि आपके CPU की स्पीड या कोर की संख्या कम है, तो RAM अपग्रेड करने से",5,5,5,5,20,none
P039,question,mixed-script,"Laptop hang हो रहा है while coding, RAM upgrade karna useful होगा?",Asking about whether to update RAM or not,gpt_4o,"अगर आपका लैपटॉप बार-बार हैंग हो रहा है, खासकर कोडिंग के दौरान, तो RAM अपग्रेड करना एक उपयोगी समाधान हो सकता है। यहाँ कुछ कारण हैं क्यों RAM अपग्रेड करना फायदेमंद हो सकता है:

1. **बेहतर मल्टीटास्किंग:** अधिक RAM होने से आप एक साथ कई प्रोग्राम्स और टैब्स खोल सकते हैं बिना सिस्टम स्लो हुए।

2. **स्पीड और परफॉर्मेंस:** RAM अपग्रेड करने से आपके लैपटॉप की ओवरऑल स्पीड और परफॉर्मेंस में सुधार हो सकता है।

3. **कोडिंग टूल्स की डिमांड:** कई आधुनिक कोडिंग टूल्स और IDEs (Integrated Development Environments) ज्यादा RAM की मांग करते हैं। अधिक RAM होने से ये टूल्स स्मूथली चल सकते हैं।

4. **फ्यूचर प्रूफिंग:** RAM अपग्रेड करने से आपका लैपटॉप भविष्य के सॉफ़्टवेयर और अपडेट्स को बेहतर तरीके से हैंडल कर सकता है।

हालांकि, RAM अपग्रेड करने से पहले यह सुनिश्चित कर लें कि आपका लैपटॉप अन्यथा ठीक से काम कर रहा है और उसमें हार्डवेयर की कोई अन्य समस्या नहीं है। इसके अलावा, यह भी देख लें कि आपके लैपटॉप में RAM अपग्रेड करने की क्षमता है या नहीं।",5,5,5,5,20,none
P040,question,mixed-script,"Mom ko sugar hai, diet me meetha कम करना चाहिए kya?",Asking about whether reduce sugar in mom's diet,qwen_3b_base,"हां, धन्यवाद! डीटी में मीठे कम करना सबसे पहले तो बहुत ही महत्वपूर्ण है। डीटी में मीठे कम करने के लिए कुछ उद्यान:

1. **अच्छी जैविक आपेक्षिकता**: खाने में सबसे अच्छे और स्वाभाविक खाएं चुकाएं।

2. **प्रोडक्ट ऑफ एटरेस्ट**:
   - जैविक गेम्योलेस्टर (कैनोइस्टर) और एनोइस्टर: उन्हें फल, खट्टी, शौक, बिजी और अन्य गेम्योलेस्टर और एनोइस्�",1,1,1,1,4,hallucinated_words
P040,question,mixed-script,"Mom ko sugar hai, diet me meetha कम करना चाहिए kya?",Asking about whether reduce sugar in mom's diet,gpt_4o_mini,"जी हाँ, अगर आपकी माँ को शुगर (डायबिटीज) है, तो उन्हें अपने आहार में मीठी चीजों को कम करना चाहिए। शुगर लेवल को नियंत्रित करने के लिए निम्नलिखित बातों का ध्यान रखना महत्वपूर्ण है:

1. **कम शर्करा वाले खाद्य पदार्थ**: मीठे स्नैक्स, मिठाइयाँ, और शर्करा युक्त पेय पदार्थों से दूर रहें।

2. **फाइबर युक्त आहार**: हरी सब्जियाँ, फल, साबुत अनाज, और दालें शामिल करें। ये रक्त शर्करा को नियंत्रित करने में मदद करते हैं।

3. **नियमित भोजन**: नियमित समय पर भोजन करना सुनिश्चित करें ताकि रक्त शर्करा का स्तर स्थिर रहे।

4. **छोटे भाग**: छोटे-छोटे भागों में भोजन करना भी सहायक हो सकता है।

5. **डॉक्टर या आहार विशेषज्ञ से सलाह**: हमेशा अपने डॉक्टर या आहार विशेषज्ञ से सलाह लें ताकि वे आपकी माँ की स्थिति के अनुसार उचित आहार योजना बना सकें।

इन बातों का ध्यान रखते हुए आपकी माँ अपनी सेहत को बेहतर रख सकती हैं।",5,5,5,5,20,none
P040,question,mixed-script,"Mom ko sugar hai, diet me meetha कम करना चाहिए kya?",Asking about whether reduce sugar in mom's diet,gpt_4o,"हाँ, अगर आपकी माँ को शुगर है, तो उनके आहार में मीठे का सेवन कम करना चाहिए। डायबिटीज़ में ब्लड शुगर को नियंत्रण में रखना बहुत महत्वपूर्ण होता है। मीठे खाद्य पदार्थों का सेवन करने से ब्लड शुगर स्तर बढ़ सकता है, जिससे सेहत पर नकारात्मक प्रभाव पड़ सकता है। 

यहाँ कुछ सुझाव हैं जो आपकी माँ के आहार में मदद कर सकते हैं:

1. **प्राकृतिक शुगर का सेवन कम करें**: फलों का सेवन नियंत्रित मात्रा में करें और सीधे शुगर वाले खाद्य पदार्थों से बचें।

2. **फाइबर युक्त आहार**: साबुत अनाज, सब्जियाँ और फलियाँ खाने से ब्लड शुगर नियंत्रण में रहता है।

3. **प्रोटीन और स्वस्थ वसा का सेवन**: प्रोटीन और स्वस्थ वसा का सेवन करने से भूख कम लगती है और ब्लड शुगर स्तर स्थिर रहता है।

4. **नियमित भोजन**: नियमित रूप से और सही मात्रा में भोजन करना ब्लड शुगर को नियंत्रित रखने में मदद करता है।

5. **पेय पदार्थों का ध्यान रखें**: मीठे पेय पदार्थों से बचें और अधिक पानी या बिना शक्कर वाली चाय/कॉफी का सेवन करें।

यदि आपकी माँ की डायबिटीज़ का स्तर अधिक है, तो डॉक्टर या",5,5,5,5,20,none
P041,sentiment-analysis,roman,"Ye review padh ke bata: 'Phone bilkul bakwaas, paisa waste'. Sentiment kya hai?",Asking about sentiment of the statement,qwen_3b_base,"Sentence ""Phone bilkul bakwaas, paisa waste"" has a negative sentiment. This sentence suggests that the person feels very disappointed or dissatisfied with their phone experience, both in terms of quality (bakwaas) and value for money (paisa waste).",1,5,5,3,14,language_drift_english
P041,sentiment-analysis,roman,"Ye review padh ke bata: 'Phone bilkul bakwaas, paisa waste'. Sentiment kya hai?",Asking about sentiment of the statement,gpt_4o_mini,"Is review ka sentiment negative hai. Reviewer ne phone ko ""bakwaas"" aur ""paisa waste"" kaha hai, jo is baat ka sanket hai ki unhe product pasand nahi aaya aur unka kharcha bekaar gaya.",5,5,5,5,20,none
P041,sentiment-analysis,roman,"Ye review padh ke bata: 'Phone bilkul bakwaas, paisa waste'. Sentiment kya hai?",Asking about sentiment of the statement,gpt_4o,Is review ka sentiment negative hai.,5,5,5,5,20,none
P042,sentiment-analysis,roman,Ys message ka intent kya hai: 'Mujhe ek laptop khareedna hai mera budget 70k hai',Asking about the intent of the statement,qwen_3b_base,"Yashas'ka message mein intent hai laptop k baane ka buy. Mere budget ke beech, 70,000 rupees (ya 7000 INR) ka options dekhna chahiye. 

Simplified for English understanding: The intent of the message is to find laptops within a budget of ₹7,000 (7000 INR).",1,3,1,2,7,hallucinated_facts
P042,sentiment-analysis,roman,Ys message ka intent kya hai: 'Mujhe ek laptop khareedna hai mera budget 70k hai',Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent hai ki vyakti ek laptop kharidna chahta hai aur uska budget 70,000 rupaye hai. Yah vyakti kisi se madad ya salah lene ki koshish kar raha hai, jaise ki laptop ki kharidari ke liye sahi vikalp ya options jaanne ke liye.",5,5,5,5,20,none
P042,sentiment-analysis,roman,Ys message ka intent kya hai: 'Mujhe ek laptop khareedna hai mera budget 70k hai',Asking about the intent of the statement,gpt_4o,"Is message ka intent ek laptop khareedne ki iccha vyakt karna hai, jiske liye vyakti ka budget 70,000 INR hai.",5,5,5,5,20,none
P043,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj account mai kitne paise aaye batao',Asking about the intent of the statement,qwen_3b_base,"Yishteek question ke intent mein, Ys jo ""Aaj (kuchh) account mai kitne paise aaye batao"" ka message di hai, uske baare mein samajh mein laga kar main yeh batayega:

Intent: Account se income (cash flow) ya balance (कैसे बचा हैं) padhaanaa/khawabanaa (checking)

Yi message mein, Ys account ke paas ki jeevan (income/output) ko samajhnaa chahta hai. Isme kisi specific transaction ko shuruataan nahi karta, wapas account ka overall financial status ko check karne ka request hua hai.",1,4,4,3,12,language_drift_english
P043,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj account mai kitne paise aaye batao',Asking about the intent of the statement,gpt_4o_mini,Is message ka intent yeh hai ki bhejne wala vyakti jaanana chahta hai ki aaj uske account mein kitne paise aaye hain. Yeh ek sawaal hai jo vyakti ki financial situation ya transactions ko samajhne ke liye pucha gaya hai.,5,5,5,5,20,none
P043,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj account mai kitne paise aaye batao',Asking about the intent of the statement,gpt_4o,Is message ka intent hai apne bank account mein aayi hui rashi ya deposit ko check karna. Vyakti yah jaanna chahta hai ki aaj ke din unke account mein kitne paise aaye hain.,5,5,5,5,20,none
P044,sentiment-analysis,roman,"Ye review padh ke bata: 'Saree rang chodhti hai, aur material bhi aacha nhi hai'. Sentiment kya hai?",Asking about sentiment of the statement,qwen_3b_base,"Aashiqi/Saudade (Sadness/Emotion) hai. 

Yani, is mein ek sadhaan baat deke bataunga: 

""Kisi saree ko 'rang chodti' hai, jaise ki uss saree ka rang badal raha hai, aur uska material bhi acha nahi hai. Yeh saarey waqt se aam hain, unsaarey saree ko khud kahte hain ki 'rang chodti hai' aur 'material bhoi hai'. Kuchh shadi ya kuchh chand ki miliye, yeh samajhne ke liye ye badlein bhejenge. Abhi tak koi saree nahi aapka achi nahi kar sakta, lekin koi saree bhi 'rang chodti' hai aur material bhi 'bhoi' hai. 

Bachche ke paas saree ka rang chodna hoga, aur material bhi bhoi nahi hoga, yeh aise kisi saree ke liye bhi true hai. Iske baad, ye saarey sareeyon se kuchh acha nahi kar sakta, jaise ki saree ka rang chodna, aur material bhi bhoi nahi karana. "" 

Isse humein clear ho jaaye",1,2,1,1,5,hallucinated_words
P044,sentiment-analysis,roman,"Ye review padh ke bata: 'Saree rang chodhti hai, aur material bhi aacha nhi hai'. Sentiment kya hai?",Asking about sentiment of the statement,gpt_4o_mini,"Is review ka sentiment negative hai. Reviewer ne saree ke rang aur material dono ko achha nahi bataya hai, jo ki ek nishchit nafrat ya asantosh ko darshata hai.",5,5,5,5,20,none
P044,sentiment-analysis,roman,"Ye review padh ke bata: 'Saree rang chodhti hai, aur material bhi aacha nhi hai'. Sentiment kya hai?",Asking about sentiment of the statement,gpt_4o,Ye review negative sentiment ko darshata hai. Reviewer kapde ke rang aur material se santusht nahi hai.,5,5,5,5,20,none
P045,sentiment-analysis,roman,Ye review padh ke bata: 'yeh bahut aacha kaam karta hai discharge bhi nhi hota jaldi'. Sentiment kya hai?,Asking about sentiment of the statement,qwen_3b_base,"Sentence ""yeh bahut aacha kaam karta hai discharge bhi nhi hota jaldi"" has a positive sentiment. The phrase expresses that the work is very good and does not discharge (fail) quickly. Key words like ""bahut achha"" (very good), ""karta hai"" (does) and ""jaldi"" (quickly) indicate a satisfied and approving tone.",1,5,5,3,14,language_drift_english
P045,sentiment-analysis,roman,Ye review padh ke bata: 'yeh bahut aacha kaam karta hai discharge bhi nhi hota jaldi'. Sentiment kya hai?,Asking about sentiment of the statement,gpt_4o_mini,"Is review ka sentiment positive hai. Reviewer yeh keh raha hai ki product achha kaam karta hai aur discharge jaldi nahi hota, jo ki ek achhi baat hai.",5,5,5,5,20,none
P045,sentiment-analysis,roman,Ye review padh ke bata: 'yeh bahut aacha kaam karta hai discharge bhi nhi hota jaldi'. Sentiment kya hai?,Asking about sentiment of the statement,gpt_4o,Yeh review positive sentiment vyakt karta hai. Reviewer ne product ki prasansha ki hai aur bataya hai ki yeh achha kaam karta hai aur jaldi discharge nahi hota.,5,5,5,5,20,none
P046,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj ki bollywood news kya hai',Asking about the intent of the statement,qwen_3b_base,"Yash's message ""Aaj ki bollywood news kya hai"" seems to be seeking information about the latest Bollywood news for today. The intent behind this message can be classified as:

**Intent:** Information Retrieval  
**Sub-Intent:** Seeking Latest Bollywood News

The user is looking for current or recent updates and news related to the Indian film industry (Bollywood).",1,5,5,3,14,language_drift_english
P046,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj ki bollywood news kya hai',Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent yeh hai ki vyakti jaanana chahta hai ki aaj Bollywood ki duniya mein kya naya hua hai ya kya khabar hai. Yeh unhe film industry, actors, events, ya kisi bhi tarah ki recent updates ke baare mein jaanne ki ichha dikhata hai.",5,5,5,5,20,none
P046,sentiment-analysis,roman,Ys message ka intent kya hai: 'Aaj ki bollywood news kya hai',Asking about the intent of the statement,gpt_4o,Is message ka intent hai ki vyakti Bollywood se judi aaj ki taja khabren ya samachar janana chahta hai.,5,5,5,5,20,none
P047,sentiment-analysis,roman,Ys message ka intent kya hai: 'kya mujhe ghee khareedna chahiye ya butter',Asking about the intent of the statement,qwen_3b_base,"Yashodhan's mensagem etend un intérêt concernant la nécessité de commander du ghee ou de la margarine. L'intent de ce message semble être de demander conseil ou d'éclaircissement sur quel produit (ghee ou butter) serait préférable d'acheter. Il semble aussi indiquer une confusion entre les deux produits. Ghee est un type de graisse douce et sucrée fabriquée à partir de la cuisson du lait, tandis que la margarine est un produit artificiel fabriqué avec huile de colza ou d'autres types d'huiles, parfois mêlées à des additifs pour donner un goût plus proche de la marge animale. Si vous avez besoin de conseils spécifiques, je serai heureux de vous aider à comprendre vos besoins et à proposer des options adaptées.",1,1,1,1,4,hallucinated_words
P047,sentiment-analysis,roman,Ys message ka intent kya hai: 'kya mujhe ghee khareedna chahiye ya butter',Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent yah hai ki vyakti ko yeh jaanchna hai ki unhe ghee kharidna chahiye ya butter. Yeh prashn vyakti ke khane ki pasand, swasthya ke labhon, ya kisi vishesh pakwan ke liye tay kiya ja raha hai. Iska matlab yeh bhi ho sakta hai ki vyakti dono mein se kis cheez ko kharidne ke liye prabhavit ho raha hai.",5,5,5,5,20,none
P047,sentiment-analysis,roman,Ys message ka intent kya hai: 'kya mujhe ghee khareedna chahiye ya butter',Asking about the intent of the statement,gpt_4o,"Is message ka intent hai kisi se salah ya sujhav lena. Vyakti do cheezon, ghee aur butter, ke beech mein chunav karne mein madad maang raha hai.",5,5,5,5,20,none
P048,sentiment-analysis,roman,"Ys message ka intent kya hai: 'aaj ka mausam kharab lag rha hai, baarish ki koi khabar hai'",Asking about the intent of the statement,qwen_3b_base,"Yasna message mein hai intention yeh hai:

  * Anumooti (dil diye) karna
  * Sabse maukab ke liye upayuuthaana (solution chahta hain)

Message mein ""mausam kharab lag rha hai"" kiharaan se samajh dege ke humne duniya ke mausam ke zyada nazar aaya hai. ""Baarish ki koi khabar hai"" humne bhi sabse maukab ke liye upayuuthaana chahiye - jahaan banega abvai baarish. 

Humne yeh message bina sharam ke bataa ke humne sabse maukab ke liye upayuuthaana chahiye aur duniya ke mausam ko samajhna chahye.",1,1,1,1,4,hallucinated_words
P048,sentiment-analysis,roman,"Ys message ka intent kya hai: 'aaj ka mausam kharab lag rha hai, baarish ki koi khabar hai'",Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent yeh hai ki bhejne wala vyakti aaj ke mausam ke baare mein baat kar raha hai aur baarish hone ki sambhavna ke baare mein jaanch raha hai. Shayad voh kisi se yeh jaanana chahte hain ki kya baarish hone wali hai, kyunki mausam kharab lag raha hai. Yeh ek tarah ka chinta ya jankari prapt karne ka prayas ho sakta hai.",5,5,5,5,20,none
P048,sentiment-analysis,roman,"Ys message ka intent kya hai: 'aaj ka mausam kharab lag rha hai, baarish ki koi khabar hai'",Asking about the intent of the statement,gpt_4o,"Is message ka intent mausam ke baare mein jaankari lena hai, khaas taur par baarish ki sambhavnayein. Vyakti mausam ke halat aur baarish ke chances ke baare mein pooch raha hai.",5,5,5,5,20,none
P049a,sentiment-analysis,roman,Ys message ka intent kya hai: 'konsi city better hai rehne ke liye mumbai delhi ya fir bangalore',Asking about the intent of the statement,qwen_3b_base,"Yash's message is asking about which city is better for living: Mumbai, Delhi, or Bangalore.

The intent here is clearly comparing the quality of life or other aspects in these three cities to help with a decision-making process for someone looking to choose a city to live in. 

To provide a more detailed and accurate answer, I would need additional context or information, such as specific factors or criteria (e.g., cost of living, climate, job opportunities, education quality, etc.) that are important to the person making the comparison. Without such specific details, I can't make a definitive judgment on which city is ""better"" overall. However, each city has its own unique advantages and disadvantages:

- **Mumbai**: Has a vibrant culture, rich history, and diverse job opportunities but can be crowded and expensive.
- **Delhi**: Offers modern infrastructure, good transport links, and is culturally diverse but may face pollution issues.
- **Bangalore**: Known for its IT industry, IT parks, and tech ecosystem but can be less culturally rich and may have traffic congestion.

For a final recommendation, it would be best to consider the individual's priorities and needs.",1,5,5,3,14,language_drift_english
P049a,sentiment-analysis,roman,Ys message ka intent kya hai: 'konsi city better hai rehne ke liye mumbai delhi ya fir bangalore',Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent yeh hai ki bhejne wala yeh jaanana chahta hai ki Mumbai, Delhi, ya Bangalore me se kaunsi city rehne ke liye behtar hai. Woh shayad in cities ke vikas, suvidhaon, jeevan shaili, aur anya pehluon ke baare me soch raha hai, taki usse ek informed decision lene me madad mil sake.",5,5,5,5,20,none
P049a,sentiment-analysis,roman,Ys message ka intent kya hai: 'konsi city better hai rehne ke liye mumbai delhi ya fir bangalore',Asking about the intent of the statement,gpt_4o,"Is message ka intent yeh hai ki vyakti in teeno shahron - Mumbai, Delhi, aur Bangalore - ke beech compare karke yeh janana chahta hai ki rehne ke liye kaunsa shehar behtar hai. Iska matlab yeh hai ki vyakti in shahron ki living conditions, suvidhaon, cultural environment, aur dusre factors ke bare mein jaankari chahta hai taaki wo apne liye behtar faisla le sake.",5,5,5,5,20,none
P049b,sentiment-analysis,roman,Ys message ka intent kya hai: 'yeh aacha gaana nhi hai please isko change kardo',Asking about the intent of the statement,qwen_3b_base,"The message ""yeh aacha gaana nhi hai please isko change kardo"" has the following intent:

**Intent:** To request a change

**Reasoning:**
- The phrase ""aacha gaana nhi hai"" (this good song isn't) indicates dissatisfaction with the current song.
- ""please isko change kardo"" (please change it) directly requests that the song be changed.

In summary, Ys wants to change the current song because they do not like it.",1,5,5,3,14,language_drift_english
P049b,sentiment-analysis,roman,Ys message ka intent kya hai: 'yeh aacha gaana nhi hai please isko change kardo',Asking about the intent of the statement,gpt_4o_mini,"Is message ka intent yeh hai ke bhejne wala kisi gaane ko pasand nahi karta aur chahta hai ke us gaane ko badal diya jaye. Yeh ek ninda ya nafrat ka izhar hai, jismein woh apni pasand aur nafrat ko vyakt kar raha hai.",5,5,5,5,20,none
P049b,sentiment-analysis,roman,Ys message ka intent kya hai: 'yeh aacha gaana nhi hai please isko change kardo',Asking about the intent of the statement,gpt_4o,Is message ka intent hai ki vyakti gaane se santusht nahi hai aur wo chahte hain ki gaana badal diya jaye. Unka maqsad yeh hai ki sunne ke liye koi aur gaana lagaya jaye jo unko zyada pasand aaye.,5,5,5,5,20,none
